mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_catboost__bagging_temperature,param_catboost__depth,param_catboost__iterations,param_catboost__l2_leaf_reg,param_catboost__random_strength,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.5351709365844727,0.06982757612178014,0.0581207275390625,0.0022135971711983687,0.0,4,100,0.0,0.0,"{'catboost__bagging_temperature': 0, 'catboost__depth': 4, 'catboost__iterations': 100, 'catboost__l2_leaf_reg': 0, 'catboost__random_strength': 0}",0.6419001268301546,0.6515497156696622,0.6377308824837401,0.6327725358257832,0.6694960480503631,0.6466898617719407,0.012966396142829085,6
0.49500331878662107,0.0958697008176326,0.057302665710449216,0.004273299453718639,0.0,4,100,0.0,0.01,"{'catboost__bagging_temperature': 0, 'catboost__depth': 4, 'catboost__iterations': 100, 'catboost__l2_leaf_reg': 0, 'catboost__random_strength': 0.01}",0.6556376282938566,0.6520882339434892,0.6355314911037646,0.634051833620197,0.6655745214980089,0.6485767416918632,0.01210175799769847,5
0.45622615814208983,0.059744013651420756,0.05405335426330567,0.0006804051282990217,0.0,4,100,0.01,0.0,"{'catboost__bagging_temperature': 0, 'catboost__depth': 4, 'catboost__iterations': 100, 'catboost__l2_leaf_reg': 0.01, 'catboost__random_strength': 0}",0.6431773956938485,0.6490594319945969,0.6420875709307398,0.6266116446046792,0.6704417884826774,0.6462755663413084,0.014181424368134242,7
0.4697741508483887,0.06660758422355431,0.056201171875,0.004606211386221486,0.0,4,100,0.01,0.01,"{'catboost__bagging_temperature': 0, 'catboost__depth': 4, 'catboost__iterations': 100, 'catboost__l2_leaf_reg': 0.01, 'catboost__random_strength': 0.01}",0.6504931352785026,0.6562427932287204,0.639087459883023,0.6340960676112463,0.6702023074313758,0.6500243526865735,0.01280128514810328,2
1.0759914875030518,0.1494548978579233,0.05843510627746582,0.003103896521499642,0.0,4,250,0.0,0.0,"{'catboost__bagging_temperature': 0, 'catboost__depth': 4, 'catboost__iterations': 250, 'catboost__l2_leaf_reg': 0, 'catboost__random_strength': 0}",0.6371501913633102,0.6572155563444102,0.6431943271455107,0.6267635011686584,0.6401758754722836,0.6408998902988347,0.009857863218467128,15
1.0786871433258056,0.1613579860549171,0.056457233428955075,0.0034033079006866316,0.0,4,250,0.0,0.01,"{'catboost__bagging_temperature': 0, 'catboost__depth': 4, 'catboost__iterations': 250, 'catboost__l2_leaf_reg': 0, 'catboost__random_strength': 0.01}",0.6392033666317196,0.6428063643897898,0.642547461148611,0.6240994373386597,0.6316121967876078,0.6360537652592777,0.007215527099914801,24
1.0776188373565674,0.15510325856039714,0.055578184127807614,0.002865947496186015,0.0,4,250,0.01,0.0,"{'catboost__bagging_temperature': 0, 'catboost__depth': 4, 'catboost__iterations': 250, 'catboost__l2_leaf_reg': 0.01, 'catboost__random_strength': 0}",0.6377364911361948,0.647545668106957,0.641786577165684,0.623853227658605,0.6399695580110446,0.6381783044156971,0.007866113999631635,22
1.0832015514373778,0.16677306077334236,0.05529375076293945,0.0018534554863215724,0.0,4,250,0.01,0.01,"{'catboost__bagging_temperature': 0, 'catboost__depth': 4, 'catboost__iterations': 250, 'catboost__l2_leaf_reg': 0.01, 'catboost__random_strength': 0.01}",0.6443790006533905,0.6465399740708142,0.6428161327526949,0.6239313096813783,0.6445983167159964,0.6404529467748549,0.008345046824580891,16
1.0702699184417725,0.03359892739285112,0.05351533889770508,0.0003482068731611942,0.0,6,100,0.0,0.0,"{'catboost__bagging_temperature': 0, 'catboost__depth': 6, 'catboost__iterations': 100, 'catboost__l2_leaf_reg': 0, 'catboost__random_strength': 0}",0.6394777028508991,0.6515052225876061,0.6392175278685305,0.6335508903746642,0.6581203174838519,0.6443743322331104,0.009027936774101766,9
1.052248239517212,0.028047795619008147,0.05417675971984863,0.0006654350853542076,0.0,6,100,0.0,0.01,"{'catboost__bagging_temperature': 0, 'catboost__depth': 6, 'catboost__iterations': 100, 'catboost__l2_leaf_reg': 0, 'catboost__random_strength': 0.01}",0.6385634446846881,0.6491248104959716,0.6417134848752802,0.6262193965943624,0.6454849621960598,0.6402212197692725,0.007848656417034043,17
1.0823541641235352,0.02108745439362313,0.055575227737426756,0.0035122087274069434,0.0,6,100,0.01,0.0,"{'catboost__bagging_temperature': 0, 'catboost__depth': 6, 'catboost__iterations': 100, 'catboost__l2_leaf_reg': 0.01, 'catboost__random_strength': 0}",0.6351133052787589,0.6453548555897975,0.6421048818899668,0.6275337812674,0.6592912365669212,0.6418796121185689,0.010647802596268333,14
1.3098429203033448,0.13884266690730682,0.06272301673889161,0.007425960993876644,0.0,6,100,0.01,0.01,"{'catboost__bagging_temperature': 0, 'catboost__depth': 6, 'catboost__iterations': 100, 'catboost__l2_leaf_reg': 0.01, 'catboost__random_strength': 0.01}",0.636100378540622,0.6456028735662158,0.6374082853279369,0.624772850740485,0.6493481194968406,0.6386465015344202,0.008525372096089999,21
2.816445827484131,0.1273085279068304,0.06167278289794922,0.0067320603698204865,0.0,6,250,0.0,0.0,"{'catboost__bagging_temperature': 0, 'catboost__depth': 6, 'catboost__iterations': 250, 'catboost__l2_leaf_reg': 0, 'catboost__random_strength': 0}",0.6256209071472609,0.6176165475279236,0.638657554616378,0.621208392944121,0.637671552388963,0.6281549909249293,0.008562760997748003,31
