epoch,step,train_loss
1,49,0.6539891958236694
2,99,0.39867979288101196
3,149,0.36840036511421204
4,199,0.14699001610279083
5,249,0.19831664860248566
6,299,0.8811804056167603
8,349,0.7975267171859741
9,399,0.2640208601951599
10,449,0.34666329622268677
11,499,0.4258188307285309
12,549,0.4592108130455017
13,599,0.5310976505279541
15,649,0.6800330281257629
16,699,0.6199376583099365
17,749,0.40828937292099
18,799,0.6041339039802551
19,849,0.15783590078353882
20,899,0.3216465711593628
22,949,0.40662431716918945
23,999,0.41910678148269653
24,1049,0.42141303420066833
25,1099,0.39989855885505676
26,1149,0.395754337310791
27,1199,0.39540454745292664
29,1249,0.7131235003471375
30,1299,0.702705979347229
31,1349,0.42799535393714905
32,1399,0.18135076761245728
33,1449,0.3790212571620941
34,1499,0.5366262197494507
36,1549,0.28385013341903687
37,1599,0.5786865949630737
38,1649,0.1605788767337799
39,1699,0.5977380275726318
40,1749,0.14234481751918793
41,1799,0.3303028345108032
43,1849,0.3648896813392639
44,1899,0.3335992097854614
45,1949,0.3587852120399475
46,1999,0.47614145278930664
47,2049,0.46153026819229126
48,2099,0.48949581384658813
49,2149,0.17282432317733765
51,2199,0.3413137197494507
52,2249,0.3407242000102997
53,2299,0.38674426078796387
54,2349,0.35810744762420654
55,2399,0.6002693176269531
56,2449,0.3077106475830078
58,2499,0.252263605594635
59,2549,0.3039858043193817
60,2599,1.025337815284729
61,2649,0.5078094601631165
